Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,size_frac,alkalinity
SRR32311556,AMPLICON,602,30390766,PRJNA785606,SAMN46781073,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",17418135,DALHOUSIE UNIVERSITY,2022-02-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647240,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_4CS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_4CS,SRP348946,0.2-3m,
SRR32311557,AMPLICON,602,4478880,PRJNA785606,SAMN46781072,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",2613085,DALHOUSIE UNIVERSITY,2022-02-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647239,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_4CL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_4CL,SRP348946,>3m,
SRR32311558,AMPLICON,602,42708890,PRJNA785606,SAMN46781027,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",24859928,DALHOUSIE UNIVERSITY,2022-01-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647238,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_1BS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_1BS,SRP348946,0.2-3m,
SRR32311559,AMPLICON,602,22530452,PRJNA785606,SAMN46781071,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",12913157,DALHOUSIE UNIVERSITY,2022-02-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647237,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_4C_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_4C,SRP348946,>0.2m,
SRR32311560,AMPLICON,602,32828264,PRJNA785606,SAMN46781070,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",18916416,DALHOUSIE UNIVERSITY,2022-02-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647236,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_4BS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_4BS,SRP348946,0.2-3m,
SRR32311561,AMPLICON,602,13587742,PRJNA785606,SAMN46781069,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",7763219,DALHOUSIE UNIVERSITY,2022-02-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647235,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_4BL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:21:00Z,1,BB22_4BL,SRP348946,>3m,
SRR32311562,AMPLICON,602,27024984,PRJNA785606,SAMN46781068,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",16944776,DALHOUSIE UNIVERSITY,2022-02-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647234,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_4B_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_4B,SRP348946,>0.2m,
SRR32311563,AMPLICON,602,38393754,PRJNA785606,SAMN46781220,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",20773496,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647233,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13CS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_13CS,SRP348946,0.2-3m,
SRR32311564,AMPLICON,602,52982020,PRJNA785606,SAMN46781221,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",28305098,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647232,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13CP_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_13CP,SRP348946,Pooled,
SRR32311565,AMPLICON,602,27962298,PRJNA785606,SAMN46781219,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",15379272,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647231,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13CL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_13CL,SRP348946,>3m,
SRR32311566,AMPLICON,602,633304,PRJNA785606,SAMN46781218,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",518313,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647230,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13C_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_13C,SRP348946,>0.2m,
SRR32311567,AMPLICON,602,53812780,PRJNA785606,SAMN46781216,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",28528299,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647229,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13BS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:21:00Z,1,BB22_13BS,SRP348946,0.2-3m,
SRR32311568,AMPLICON,602,62709738,PRJNA785606,SAMN46781217,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",33205617,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647228,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13BP_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:21:00Z,1,BB22_13BP,SRP348946,Pooled,
SRR32311569,AMPLICON,602,9222038,PRJNA785606,SAMN46781215,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",4875716,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647227,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13BL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_13BL,SRP348946,>3m,
SRR32311570,AMPLICON,602,14120512,PRJNA785606,SAMN46781214,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",7496748,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647226,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13B_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_13B,SRP348946,>0.2m,
SRR32311571,AMPLICON,602,29133188,PRJNA785606,SAMN46781213,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",16522297,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",1,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647225,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13AS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_13AS,SRP348946,0.2-3m,
SRR32311572,AMPLICON,602,32086600,PRJNA785606,SAMN46781212,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",16753400,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",1,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647224,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13AL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_13AL,SRP348946,>3m,
SRR32311573,AMPLICON,602,26320644,PRJNA785606,SAMN46781041,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",15499911,DALHOUSIE UNIVERSITY,2022-01-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647223,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_2CL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_2CL,SRP348946,>3m,
SRR32311574,AMPLICON,602,16535736,PRJNA785606,SAMN46781211,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",8791952,DALHOUSIE UNIVERSITY,2022-04-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",1,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647222,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_13A_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:21:00Z,1,BB22_13A,SRP348946,>0.2m,
SRR32311575,AMPLICON,602,34552994,PRJNA785606,SAMN46781206,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",19610012,DALHOUSIE UNIVERSITY,2022-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",30,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647221,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_12ES_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_12ES,SRP348946,0.2-3m,
SRR32311576,AMPLICON,602,5683482,PRJNA785606,SAMN46781205,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",3105045,DALHOUSIE UNIVERSITY,2022-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",30,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647220,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_12EL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_12EL,SRP348946,>3m,
SRR32311577,AMPLICON,602,11401880,PRJNA785606,SAMN46781204,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",6448105,DALHOUSIE UNIVERSITY,2022-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",30,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647219,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_12E_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_12E,SRP348946,>0.2m,
SRR32311578,AMPLICON,602,45721298,PRJNA785606,SAMN46781209,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",24523921,DALHOUSIE UNIVERSITY,2022-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647218,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_12DS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_12DS,SRP348946,0.2-3m,
SRR32311579,AMPLICON,602,46972856,PRJNA785606,SAMN46781210,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",25367488,DALHOUSIE UNIVERSITY,2022-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647217,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_12DP_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_12DP,SRP348946,Pooled,
SRR32311580,AMPLICON,602,8597162,PRJNA785606,SAMN46781208,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",4710118,DALHOUSIE UNIVERSITY,2022-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647216,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_12DL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_12DL,SRP348946,>3m,
SRR32311581,AMPLICON,602,6105484,PRJNA785606,SAMN46781207,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",3685933,DALHOUSIE UNIVERSITY,2022-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647215,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_12D_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_12D,SRP348946,>0.2m,
SRR32311582,AMPLICON,602,58304302,PRJNA785606,SAMN46781202,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",30992166,DALHOUSIE UNIVERSITY,2022-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647214,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_12CS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_12CS,SRP348946,0.2-3m,
SRR32311583,AMPLICON,602,52172932,PRJNA785606,SAMN46781203,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",28205228,DALHOUSIE UNIVERSITY,2022-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647213,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_12CP_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_12CP,SRP348946,Pooled,
SRR32311584,AMPLICON,602,35082754,PRJNA785606,SAMN46781040,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",20085106,DALHOUSIE UNIVERSITY,2022-01-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647212,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_2C_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_2C,SRP348946,>0.2m,
SRR32311585,AMPLICON,602,2255092,PRJNA785606,SAMN46781201,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",1254430,DALHOUSIE UNIVERSITY,2022-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647211,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_12CL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_12CL,SRP348946,>3m,
SRR32311586,AMPLICON,602,45150,PRJNA785606,SAMN46781200,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",86277,DALHOUSIE UNIVERSITY,2022-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647210,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_12C_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_12C,SRP348946,,>0.2m
SRR32311587,AMPLICON,602,10627106,PRJNA785606,SAMN46781198,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",5691386,DALHOUSIE UNIVERSITY,2022-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647209,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_12BS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_12BS,SRP348946,0.2-3m,
SRR32311588,AMPLICON,602,9120300,PRJNA785606,SAMN46781199,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",4947290,DALHOUSIE UNIVERSITY,2022-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647208,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_12BP_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:19:00Z,1,BB22_12BP,SRP348946,Pooled,
SRR32311589,AMPLICON,602,791028,PRJNA785606,SAMN46781197,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",476774,DALHOUSIE UNIVERSITY,2022-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647207,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_12BL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_12BL,SRP348946,>3m,
SRR32311590,AMPLICON,602,10425436,PRJNA785606,SAMN46781196,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",5637839,DALHOUSIE UNIVERSITY,2022-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",5,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647206,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_12B_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_12B,SRP348946,>0.2m,
SRR32311591,AMPLICON,602,15650194,PRJNA785606,SAMN46781125,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",8567885,DALHOUSIE UNIVERSITY,2022-02-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647205,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_7D_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_7D,SRP348946,>0.2m,
SRR32311592,AMPLICON,602,32841508,PRJNA785606,SAMN46781120,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",18966212,DALHOUSIE UNIVERSITY,2022-02-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647204,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_7CS_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:20:00Z,1,BB22_7CS,SRP348946,0.2-3m,
SRR32311593,AMPLICON,602,12406016,PRJNA785606,SAMN46781119,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",7180997,DALHOUSIE UNIVERSITY,2022-02-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",10,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647203,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_7CL_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:22:00Z,1,BB22_7CL,SRP348946,>3m,
SRR32311594,AMPLICON,602,16459282,PRJNA785606,SAMN46781274,"MIMARKS.survey,MIGS/MIMS/MIMARKS.water",8974458,DALHOUSIE UNIVERSITY,2022-04-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",60,marine biome (ENVO:00000447),natural harbour (ENVO:00000465),coastal seawater (ENVO:00002150),SRX27647202,uncalculated,uncalculated,Atlantic Ocean: Bedford Basin,Illumina MiSeq,44.6936 N 63.6403 W,BB22_16D_V4V5,PAIRED,PCR,METAGENOMIC,marine metagenome,ILLUMINA,2025-09-17T00:00:00Z,2025-02-11T15:18:00Z,1,BB22_16D,SRP348946,>0.2m,
